Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
cow,2,100.4,depression,loss of appetite,painless lumps,pneumonia
goat,5,101.2,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,6,102.4,loss of appetite,lameness,blisters on gums,foot and mouth
cow,15,101.2,loss of appetite,depression,painless lumps,pneumonia
goat,10,104.7,swelling in extremities,chills,sweats,anthrax
sheep,5,100.6,loss of appetite,depression,painless lumps,pneumonia
buffalo,12,102.9,difficulty walking,sores on mouth,loss of appetite,foot and mouth
sheep,7,104.8,fatigue,shortness of breath,sweats,anthrax
goat,10,100.1,chest discomfort,shortness of breath,fatigue,anthrax
cow,8,100.7,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
goat,9,103.9,chills,fatigue,swelling in abdomen,anthrax
cow,4,101,loss of appetite,difficulty walking,sores on tongue,foot and mouth
cow,7,102.3,shortness of breath,chills,chest discomfort,anthrax
buffalo,8,103.6,swelling in neck,fatigue,shortness of breath,anthrax
goat,9,101.9,lameness,sores on mouth,loss of appetite,foot and mouth
cow,5,103.4,loss of appetite,depression,painless lumps,pneumonia
cow,5,104.6,chest discomfort,sweats,fatigue,anthrax
cow,3,101.6,swelling in limb,difficulty walking,loss of appetite,blackleg
cow,7,101,loss of appetite,painless lumps,depression,lumpy virus
cow,3,100.9,loss of appetite,depression,painless lumps,pneumonia
goat,7,103.9,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,3,103.6,shortness of breath,sweats,fatigue,anthrax
cow,6,103.1,chills,swelling in abdomen,shortness of breath,anthrax
cow,2,102.6,chills,swelling in abdomen,fatigue,anthrax
goat,9,104.4,swelling in muscle,lameness,crackling sound,blackleg
cow,5,101.1,painless lumps,depression,loss of appetite,pneumonia
buffalo,2,101.6,loss of appetite,swelling in limb,depression,blackleg
cow,11,100.8,swelling in abdomen,chest discomfort,fatigue,anthrax
goat,2,100.3,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,2,103.1,loss of appetite,painless lumps,depression,lumpy virus
goat,2,104.9,swelling in abdomen,chills,fatigue,anthrax
buffalo,6,101.2,depression,loss of appetite,painless lumps,lumpy virus
cow,5,102,lameness,loss of appetite,blisters on gums,foot and mouth
sheep,9,104.2,sweats,shortness of breath,chills,anthrax
goat,7,102.6,shortness of breath,swelling in neck,fatigue,anthrax
goat,4,100.9,chest discomfort,fatigue,swelling in abdomen,anthrax
goat,7,103.3,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,4,101.5,fatigue,swelling in extremities,chills,anthrax
goat,3,101.9,depression,painless lumps,loss of appetite,pneumonia
sheep,9,102.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,101.3,depression,painless lumps,loss of appetite,pneumonia
goat,10,100.2,loss of appetite,painless lumps,depression,pneumonia
buffalo,9,104.1,depression,crackling sound,difficulty walking,blackleg
buffalo,12,100.1,crackling sound,swelling in muscle,depression,blackleg
goat,10,100,crackling sound,depression,loss of appetite,blackleg
cow,7,100.5,difficulty walking,loss of appetite,sores on gums,foot and mouth
cow,4,101.4,loss of appetite,painless lumps,depression,lumpy virus
cow,2,100.9,loss of appetite,lameness,swelling in limb,blackleg
goat,8,102.3,depression,painless lumps,loss of appetite,lumpy virus
cow,5,104.9,chills,sweats,fatigue,anthrax
cow,9,100.8,depression,painless lumps,loss of appetite,lumpy virus
goat,6,103,sweats,chills,fatigue,anthrax
cow,7,103,loss of appetite,depression,painless lumps,lumpy virus
buffalo,1,101.7,loss of appetite,depression,painless lumps,lumpy virus
buffalo,6,103.4,sweats,shortness of breath,swelling in abdomen,anthrax
goat,4,104.6,chills,fatigue,swelling in abdomen,anthrax
buffalo,12,104.2,crackling sound,loss of appetite,swelling in muscle,blackleg
sheep,3,104.4,crackling sound,depression,swelling in limb,blackleg
buffalo,6,103.8,loss of appetite,depression,painless lumps,lumpy virus
sheep,10,104.4,chest discomfort,chills,fatigue,anthrax
goat,9,101.4,depression,painless lumps,loss of appetite,pneumonia
sheep,5,102.1,difficulty walking,depression,loss of appetite,blackleg
cow,15,103.6,blisters on gums,difficulty walking,loss of appetite,foot and mouth
cow,10,103.4,depression,loss of appetite,painless lumps,pneumonia
goat,7,100.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,6,104.6,painless lumps,depression,loss of appetite,pneumonia
sheep,4,102.9,chills,fatigue,chest discomfort,anthrax
cow,15,104.2,painless lumps,depression,loss of appetite,lumpy virus
cow,6,101.6,depression,lameness,crackling sound,blackleg
goat,2,101,painless lumps,loss of appetite,depression,lumpy virus
cow,10,101.3,crackling sound,loss of appetite,difficulty walking,blackleg
cow,1,101.1,fatigue,shortness of breath,chills,anthrax
buffalo,14,104,loss of appetite,depression,painless lumps,lumpy virus
cow,1,101.5,painless lumps,loss of appetite,depression,pneumonia
buffalo,6,103.4,painless lumps,loss of appetite,depression,pneumonia
goat,1,102.6,loss of appetite,difficulty walking,sores on hooves,foot and mouth
cow,9,103.4,painless lumps,depression,loss of appetite,pneumonia
goat,2,100.7,painless lumps,loss of appetite,depression,lumpy virus
sheep,6,100.5,fatigue,shortness of breath,chest discomfort,anthrax
cow,6,102.3,sores on hooves,loss of appetite,difficulty walking,foot and mouth
cow,6,101.4,depression,loss of appetite,painless lumps,lumpy virus
buffalo,6,100.9,fatigue,shortness of breath,sweats,anthrax
goat,9,103.3,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
cow,2,104.7,loss of appetite,painless lumps,depression,pneumonia
buffalo,9,100.3,difficulty walking,crackling sound,loss of appetite,blackleg
goat,5,102.1,depression,painless lumps,loss of appetite,lumpy virus
sheep,6,102.4,swelling in limb,difficulty walking,crackling sound,blackleg
cow,14,100.4,depression,difficulty walking,loss of appetite,blackleg
cow,4,104.7,depression,painless lumps,loss of appetite,pneumonia
cow,4,101.5,chest discomfort,fatigue,sweats,anthrax
cow,11,103.4,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
goat,10,101.1,loss of appetite,lameness,blisters on hooves,foot and mouth
goat,1,105,crackling sound,swelling in limb,depression,blackleg
sheep,6,101,lameness,loss of appetite,blisters on mouth,foot and mouth
sheep,5,104.1,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,7,102.5,loss of appetite,depression,painless lumps,lumpy virus
buffalo,2,100.7,loss of appetite,painless lumps,depression,lumpy virus
cow,15,102,painless lumps,loss of appetite,depression,pneumonia
goat,5,103.9,swelling in neck,chest discomfort,sweats,anthrax
sheep,1,100.3,sweats,swelling in extremities,shortness of breath,anthrax
cow,14,102.7,loss of appetite,depression,painless lumps,lumpy virus
cow,11,102.5,chills,shortness of breath,swelling in abdomen,anthrax
goat,9,102.5,loss of appetite,painless lumps,depression,lumpy virus
buffalo,14,103.8,painless lumps,depression,loss of appetite,pneumonia
goat,9,101.6,depression,loss of appetite,painless lumps,pneumonia
buffalo,11,103,blisters on mouth,loss of appetite,lameness,foot and mouth
sheep,6,102.9,lameness,swelling in muscle,loss of appetite,blackleg
cow,13,102.5,swelling in limb,loss of appetite,crackling sound,blackleg
goat,8,103.3,loss of appetite,difficulty walking,sores on gums,foot and mouth
sheep,5,100.8,sores on gums,difficulty walking,loss of appetite,foot and mouth
cow,4,101.8,chest discomfort,chills,swelling in abdomen,anthrax
cow,4,101.2,blisters on mouth,loss of appetite,lameness,foot and mouth
goat,1,104.2,depression,painless lumps,loss of appetite,lumpy virus
cow,8,100.8,depression,painless lumps,loss of appetite,lumpy virus
cow,2,101.1,depression,crackling sound,swelling in muscle,blackleg
goat,8,102.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,8,101.8,shortness of breath,sweats,swelling in abdomen,anthrax
cow,14,102.5,chills,swelling in extremities,shortness of breath,anthrax
buffalo,2,104.6,lameness,depression,loss of appetite,blackleg
cow,1,103.4,depression,painless lumps,loss of appetite,lumpy virus
goat,7,102.6,lameness,swelling in limb,loss of appetite,blackleg
cow,12,100.1,loss of appetite,painless lumps,depression,lumpy virus
cow,3,100.3,crackling sound,depression,lameness,blackleg
buffalo,4,103.4,sweats,chills,chest discomfort,anthrax
buffalo,14,101.5,painless lumps,loss of appetite,depression,lumpy virus
goat,1,101.2,sweats,chills,chest discomfort,anthrax
buffalo,3,103.9,loss of appetite,painless lumps,depression,pneumonia
cow,6,100.4,painless lumps,depression,loss of appetite,lumpy virus
buffalo,11,101.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,6,104.5,blisters on hooves,lameness,loss of appetite,foot and mouth
cow,12,104.6,sores on hooves,difficulty walking,loss of appetite,foot and mouth
goat,8,100.1,loss of appetite,sores on gums,lameness,foot and mouth
sheep,9,103.1,depression,painless lumps,loss of appetite,lumpy virus
sheep,5,102.2,shortness of breath,chills,sweats,anthrax
goat,7,101.6,sweats,chest discomfort,chills,anthrax
goat,10,102.3,painless lumps,loss of appetite,depression,pneumonia
sheep,7,101.4,painless lumps,depression,loss of appetite,lumpy virus
cow,6,102.1,swelling in limb,depression,difficulty walking,blackleg
goat,4,101.4,depression,painless lumps,loss of appetite,lumpy virus
goat,10,100.4,loss of appetite,painless lumps,depression,pneumonia
sheep,10,104.7,loss of appetite,depression,painless lumps,pneumonia
cow,14,102.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,12,104.8,depression,painless lumps,loss of appetite,pneumonia
sheep,5,102.8,sweats,swelling in abdomen,fatigue,anthrax
cow,5,101.4,depression,loss of appetite,painless lumps,lumpy virus
cow,12,104.6,painless lumps,depression,loss of appetite,pneumonia
goat,5,103.8,crackling sound,depression,lameness,blackleg
sheep,10,102.4,depression,loss of appetite,painless lumps,pneumonia
sheep,4,100.5,loss of appetite,painless lumps,depression,lumpy virus
cow,1,102.7,loss of appetite,lameness,blisters on tongue,foot and mouth
cow,1,104.5,lameness,depression,swelling in muscle,blackleg
goat,8,100.5,depression,loss of appetite,painless lumps,pneumonia
cow,15,100.1,chills,chest discomfort,shortness of breath,anthrax
buffalo,6,103.5,loss of appetite,lameness,blisters on tongue,foot and mouth
cow,14,102.1,depression,painless lumps,loss of appetite,pneumonia
sheep,5,103.2,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,12,103.3,loss of appetite,painless lumps,depression,lumpy virus
cow,13,102.6,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
cow,14,101.2,loss of appetite,depression,painless lumps,pneumonia
buffalo,5,100.4,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,6,102.3,loss of appetite,painless lumps,depression,lumpy virus
buffalo,14,102.2,chills,chest discomfort,fatigue,anthrax
cow,15,102,depression,painless lumps,loss of appetite,lumpy virus
cow,6,101.8,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,4,103.1,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
goat,4,102.8,painless lumps,depression,loss of appetite,pneumonia
cow,8,100.7,painless lumps,loss of appetite,depression,lumpy virus
sheep,10,104.7,chills,fatigue,sweats,anthrax
cow,11,102.4,swelling in muscle,loss of appetite,crackling sound,blackleg
goat,2,103.9,chest discomfort,swelling in extremities,chills,anthrax
buffalo,2,100.6,shortness of breath,fatigue,sweats,anthrax
cow,8,103,loss of appetite,swelling in muscle,crackling sound,blackleg
buffalo,9,102.4,painless lumps,depression,loss of appetite,pneumonia
sheep,7,104.7,depression,painless lumps,loss of appetite,pneumonia
cow,3,104.7,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
sheep,8,102.9,fatigue,swelling in neck,chest discomfort,anthrax
buffalo,5,102.8,loss of appetite,depression,painless lumps,pneumonia
sheep,5,101.3,loss of appetite,difficulty walking,sores on mouth,foot and mouth
cow,15,102.8,painless lumps,loss of appetite,depression,lumpy virus
sheep,6,103.9,sweats,chills,shortness of breath,anthrax
sheep,2,100.5,sweats,chest discomfort,swelling in extremities,anthrax
buffalo,6,101.3,chills,shortness of breath,swelling in abdomen,anthrax
cow,11,102.9,swelling in muscle,lameness,loss of appetite,blackleg
buffalo,7,102.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,4,100.3,chills,sweats,chest discomfort,anthrax
buffalo,9,104.4,chest discomfort,shortness of breath,chills,anthrax
cow,7,100.9,loss of appetite,depression,painless lumps,pneumonia
buffalo,13,103.2,loss of appetite,depression,painless lumps,lumpy virus
cow,1,102,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,3,101.2,crackling sound,difficulty walking,loss of appetite,blackleg
sheep,4,104,sores on gums,difficulty walking,loss of appetite,foot and mouth
cow,5,103.1,painless lumps,loss of appetite,depression,pneumonia
goat,10,101.4,painless lumps,depression,loss of appetite,pneumonia
cow,2,100.4,loss of appetite,sores on tongue,lameness,foot and mouth
buffalo,7,100.4,lameness,sores on gums,loss of appetite,foot and mouth
sheep,10,101.9,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,8,104.8,crackling sound,depression,loss of appetite,blackleg
goat,1,101.7,painless lumps,depression,loss of appetite,pneumonia
sheep,1,104.4,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,104.5,loss of appetite,lameness,blisters on tongue,foot and mouth
buffalo,8,100.3,depression,loss of appetite,painless lumps,pneumonia
buffalo,3,102.8,chills,swelling in extremities,chest discomfort,anthrax
buffalo,10,101,lameness,loss of appetite,depression,blackleg
sheep,6,101.6,fatigue,chills,swelling in neck,anthrax
goat,3,102.6,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
sheep,10,101.6,loss of appetite,depression,painless lumps,pneumonia
sheep,9,102,loss of appetite,depression,painless lumps,lumpy virus
cow,13,104.4,swelling in abdomen,chills,sweats,anthrax
goat,10,101.9,sores on gums,loss of appetite,lameness,foot and mouth
goat,8,102.7,loss of appetite,lameness,sores on tongue,foot and mouth
sheep,7,101.6,swelling in neck,chills,sweats,anthrax
buffalo,13,102.7,depression,painless lumps,loss of appetite,pneumonia
cow,15,101,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,1,104.4,depression,loss of appetite,painless lumps,lumpy virus
cow,2,100.3,fatigue,chills,chest discomfort,anthrax
cow,15,102.9,chills,shortness of breath,chest discomfort,anthrax
buffalo,1,102.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,9,104.1,loss of appetite,painless lumps,depression,pneumonia
sheep,7,100.1,painless lumps,depression,loss of appetite,pneumonia
goat,2,104.2,shortness of breath,fatigue,chest discomfort,anthrax
goat,5,100.6,shortness of breath,chills,swelling in extremities,anthrax
sheep,5,101.3,chills,chest discomfort,fatigue,anthrax
cow,12,103.4,depression,painless lumps,loss of appetite,lumpy virus
cow,8,102.8,loss of appetite,depression,crackling sound,blackleg
cow,11,101.3,depression,crackling sound,loss of appetite,blackleg
buffalo,13,100.5,sweats,chest discomfort,shortness of breath,anthrax
buffalo,2,102.8,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
cow,10,103.5,loss of appetite,depression,painless lumps,lumpy virus
cow,4,104.7,loss of appetite,swelling in limb,crackling sound,blackleg
sheep,1,102.8,lameness,sores on gums,loss of appetite,foot and mouth
sheep,4,103.8,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,5,100.6,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,3,102.2,depression,crackling sound,loss of appetite,blackleg
